X3,Y3,Z3
-880.3659668,560.958252,-749.37677
-880.3165283,566.4485474,-749.335083
-880.2411499,572.0163574,-749.321228
-880.1381836,577.6585083,-749.3318481
-880.0060425,583.371582,-749.3615112
-879.8436279,589.1517944,-749.4064331
-879.649292,594.9950562,-749.4647827
-879.4208984,600.897583,-749.5368652
-879.1557617,606.8567505,-749.6226196
-878.8513794,612.8718872,-749.720459
-878.5050659,618.9446411,-749.8275757
-878.1140747,625.0776367,-749.9411011
-877.6755981,631.2734375,-750.0584717
-877.187439,637.5327759,-750.1778564
-876.6479492,643.8543091,-750.2970581
-876.0567017,650.2346191,-750.4138184
-875.4142456,656.6699219,-750.526062
-874.7232666,663.1560059,-750.6312866
-873.9884033,669.6875,-750.7268677
-873.2158813,676.258728,-750.8106689
-872.4124756,682.8649292,-750.8825684
-871.5839844,689.5021973,-750.9454956
-870.7342529,696.1655884,-751.0046997
-869.8651123,702.8483276,-751.0673828
-868.9771729,709.5426025,-751.140564
-868.0690308,716.2410889,-751.2303467
