R_GM,R_ST,R_BF,L_GM,L_ST,L_BF
2.39E-05,-2.76E-05,-3.49E-05,-6.42E-06,4.07E-05,0.000280468
2.53E-05,-1.82E-05,-4.61E-05,-9.64E-06,4.00E-05,0.000269992
2.69E-05,-1.20E-05,-5.50E-05,-1.15E-05,4.13E-05,0.000256
2.75E-05,-8.81E-06,-6.12E-05,-8.64E-06,3.99E-05,0.000243145
2.73E-05,-5.10E-06,-6.36E-05,-1.81E-06,3.36E-05,0.000233493
2.75E-05,2.21E-06,-6.16E-05,4.72E-06,2.61E-05,0.000224741
2.92E-05,1.07E-05,-5.98E-05,7.49E-06,1.97E-05,0.00021652
3.24E-05,1.53E-05,-6.42E-05,8.64E-06,1.45E-05,0.000208612
3.35E-05,1.74E-05,-7.46E-05,9.75E-06,1.04E-05,0.000198865
3.13E-05,2.22E-05,-8.49E-05,9.90E-06,3.99E-06,0.000186559
2.85E-05,3.32E-05,-8.85E-05,9.86E-06,-5.11E-06,0.000178335
2.61E-05,4.84E-05,-8.42E-05,1.21E-05,-1.36E-05,0.000178121
2.24E-05,6.36E-05,-7.53E-05,1.61E-05,-1.99E-05,0.000178807
1.96E-05,7.73E-05,-6.84E-05,1.89E-05,-2.21E-05,0.000172518
2.00E-05,8.97E-05,-6.70E-05,1.78E-05,-1.86E-05,0.000161644
2.16E-05,0.000100203,-6.66E-05,1.63E-05,-1.15E-05,0.000150471
2.31E-05,0.000112446,-6.08E-05,1.89E-05,-2.87E-06,0.000143984
2.28E-05,0.000128774,-4.66E-05,2.11E-05,8.60E-06,0.000144742
2.12E-05,0.000143731,-3.18E-05,2.03E-05,2.54E-05,0.000147531
2.08E-05,0.000148416,-2.95E-05,1.54E-05,4.25E-05,0.000145165
2.13E-05,0.000146904,-4.09E-05,1.08E-05,4.81E-05,0.000138825
2.14E-05,0.000145451,-4.88E-05,1.22E-05,4.52E-05,0.000135254
1.95E-05,0.000146791,-4.11E-05,1.62E-05,4.21E-05,0.000129381
1.54E-05,0.000150671,-2.17E-05,2.07E-05,3.55E-05,0.000115622
1.18E-05,0.000149997,-3.46E-06,2.40E-05,2.50E-05,9.99E-05
9.25E-06,0.000144613,-2.00E-06,2.53E-05,1.72E-05,8.41E-05
6.95E-06,0.00013578,-1.54E-05,2.58E-05,1.74E-05,6.59E-05
5.73E-06,0.000122892,-3.27E-05,2.66E-05,2.32E-05,4.59E-05
7.08E-06,0.000106031,-4.27E-05,2.99E-05,2.83E-05,2.62E-05
7.99E-06,8.99E-05,-4.26E-05,3.45E-05,2.76E-05,6.48E-06
6.03E-06,7.65E-05,-3.43E-05,3.58E-05,2.45E-05,-1.19E-05
3.44E-06,6.50E-05,-2.47E-05,3.44E-05,2.66E-05,-2.51E-05
3.36E-06,5.49E-05,-2.07E-05,3.28E-05,3.31E-05,-3.30E-05
6.57E-06,4.68E-05,-2.53E-05,3.12E-05,3.63E-05,-3.89E-05
9.17E-06,4.08E-05,-3.82E-05,3.05E-05,3.33E-05,-4.42E-05
8.65E-06,3.71E-05,-5.18E-05,3.16E-05,2.93E-05,-5.12E-05
7.35E-06,3.38E-05,-5.74E-05,3.32E-05,2.69E-05,-5.98E-05
7.94E-06,2.87E-05,-5.38E-05,3.30E-05,2.28E-05,-6.40E-05
1.04E-05,2.45E-05,-4.92E-05,3.30E-05,1.24E-05,-6.39E-05
1.42E-05,1.95E-05,-4.95E-05,3.50E-05,-7.33E-06,-6.84E-05
1.70E-05,9.63E-06,-5.60E-05,3.54E-05,-3.82E-05,-8.14E-05
1.64E-05,-2.80E-07,-6.46E-05,3.07E-05,-7.72E-05,-9.72E-05
1.36E-05,-6.37E-06,-6.71E-05,2.54E-05,-0.000109859,-0.000111441
1.26E-05,-1.20E-05,-6.01E-05,2.17E-05,-0.000127333,-0.000119067
1.35E-05,-1.39E-05,-5.16E-05,1.79E-05,-0.000146479,-0.000116882
1.50E-05,-1.05E-05,-5.13E-05,1.46E-05,-0.000171868,-0.00011179
1.54E-05,-6.02E-06,-5.86E-05,1.37E-05,-0.0001737,-0.000108852
1.48E-05,-6.01E-06,-6.36E-05,1.42E-05,-0.000139352,-0.000105509
1.64E-05,-5.51E-06,-6.45E-05,1.36E-05,-9.76E-05,-9.90E-05
1.71E-05,-2.86E-06,-6.52E-05,9.73E-06,-7.38E-05,-0.000100353
1.83E-05,-4.38E-06,-6.76E-05,4.30E-06,-7.19E-05,-0.000116024
2.17E-05,-1.16E-05,-6.86E-05,4.01E-06,-8.28E-05,-0.000131376
2.36E-05,-1.90E-05,-6.66E-05,7.99E-06,-9.03E-05,-0.000136328
2.19E-05,-1.86E-05,-6.29E-05,1.23E-05,-9.12E-05,-0.000135907
1.69E-05,-1.27E-05,-5.94E-05,1.33E-05,-8.85E-05,-0.000137317
1.29E-05,-6.00E-06,-6.23E-05,1.05E-05,-8.47E-05,-0.00014037
1.17E-05,-2.40E-06,-6.87E-05,4.39E-06,-7.79E-05,-0.000145011
1.16E-05,-1.81E-06,-7.13E-05,-2.65E-06,-7.32E-05,-0.000145541
1.04E-05,6.19E-07,-7.02E-05,-7.74E-06,-7.35E-05,-0.000138259
8.25E-06,8.26E-06,-6.92E-05,-1.01E-05,-7.70E-05,-0.000125355
5.89E-06,1.96E-05,-6.83E-05,-1.23E-05,-8.07E-05,-0.000111302
3.25E-06,3.08E-05,-6.49E-05,-1.81E-05,-8.07E-05,-0.000102436
2.07E-06,3.96E-05,-6.01E-05,-2.46E-05,-7.60E-05,-0.000101652
4.73E-06,4.33E-05,-5.80E-05,-2.86E-05,-6.63E-05,-0.000103582
9.43E-06,4.47E-05,-5.99E-05,-3.05E-05,-5.45E-05,-0.000100403
1.12E-05,5.19E-05,-6.40E-05,-3.08E-05,-4.40E-05,-9.09E-05
9.45E-06,6.06E-05,-6.80E-05,-3.05E-05,-3.49E-05,-8.15E-05
9.33E-06,5.84E-05,-7.26E-05,-3.22E-05,-2.62E-05,-7.68E-05
1.28E-05,4.82E-05,-7.81E-05,-3.52E-05,-2.06E-05,-7.41E-05
1.50E-05,4.33E-05,-8.01E-05,-3.82E-05,-1.48E-05,-7.14E-05
1.28E-05,5.06E-05,-7.85E-05,-4.03E-05,-3.91E-06,-6.60E-05
8.52E-06,6.64E-05,-7.62E-05,-3.82E-05,7.37E-06,-5.94E-05
6.00E-06,8.16E-05,-6.95E-05,-3.28E-05,1.03E-05,-5.21E-05
4.75E-06,9.28E-05,-5.62E-05,-2.92E-05,9.97E-06,-4.38E-05
3.62E-06,0.000100808,-4.62E-05,-2.92E-05,1.41E-05,-4.21E-05
3.52E-06,0.000106496,-4.52E-05,-2.89E-05,1.61E-05,-5.09E-05
4.20E-06,0.000110429,-4.99E-05,-2.70E-05,1.39E-05,-6.42E-05
6.11E-06,0.000115311,-5.11E-05,-2.49E-05,1.61E-05,-7.38E-05
8.76E-06,0.000117528,-4.44E-05,-2.14E-05,1.84E-05,-7.63E-05
9.72E-06,0.000115727,-3.91E-05,-1.84E-05,1.70E-05,-7.45E-05
1.11E-05,0.00011638,-3.96E-05,-1.61E-05,1.46E-05,-7.09E-05
1.20E-05,0.000119274,-4.33E-05,-1.19E-05,1.32E-05,-6.79E-05
1.13E-05,0.0001245,-4.38E-05,-6.35E-06,1.03E-05,-6.19E-05
8.08E-06,0.000131941,-3.99E-05,-2.34E-06,5.16E-06,-5.45E-05
4.33E-06,0.000139103,-3.40E-05,-1.21E-06,5.17E-07,-5.21E-05
1.99E-06,0.000141262,-3.18E-05,-2.08E-06,-3.63E-06,-5.12E-05
2.84E-06,0.000140171,-3.68E-05,-2.16E-10,-6.30E-06,-4.41E-05
6.38E-06,0.00013994,-4.79E-05,4.41E-06,-7.41E-06,-3.34E-05
7.42E-06,0.000139467,-6.12E-05,6.00E-06,-6.30E-06,-2.72E-05
6.37E-06,0.000135176,-6.90E-05,3.55E-06,-4.63E-06,-2.56E-05
6.08E-06,0.000125228,-6.49E-05,-3.10E-07,-2.77E-06,-2.44E-05
7.40E-06,0.000112043,-5.23E-05,-2.14E-06,1.20E-06,-1.76E-05
8.69E-06,9.97E-05,-4.23E-05,-1.76E-06,7.52E-06,-2.68E-06
8.69E-06,8.97E-05,-3.85E-05,7.61E-07,1.34E-05,1.75E-05
8.00E-06,8.19E-05,-3.71E-05,3.52E-06,1.72E-05,3.36E-05
8.97E-06,7.77E-05,-3.35E-05,4.27E-06,1.81E-05,4.01E-05
1.04E-05,7.49E-05,-2.62E-05,3.94E-06,1.74E-05,3.58E-05
1.12E-05,7.17E-05,-1.75E-05,4.67E-06,1.79E-05,2.56E-05
1.33E-05,6.97E-05,-9.01E-06,4.80E-06,1.76E-05,1.97E-05
1.55E-05,6.75E-05,6.91E-06,5.44E-06,1.19E-05,1.99E-05
1.71E-05,5.76E-05,3.36E-05,7.95E-06,6.96E-06,2.44E-05
1.86E-05,4.33E-05,5.37E-05,1.05E-05,1.02E-05,3.09E-05
1.90E-05,3.08E-05,5.53E-05,1.20E-05,1.74E-05,3.71E-05
1.94E-05,1.78E-05,3.80E-05,1.52E-05,2.20E-05,4.16E-05
1.90E-05,-2.25E-07,1.14E-05,2.01E-05,1.91E-05,4.02E-05
1.80E-05,-2.07E-05,-5.71E-06,2.35E-05,9.75E-06,3.57E-05
1.55E-05,-3.57E-05,-1.40E-05,2.46E-05,5.99E-07,3.74E-05
1.27E-05,-4.02E-05,-1.96E-05,2.51E-05,-5.61E-06,4.59E-05
9.47E-06,-3.88E-05,-2.68E-05,2.45E-05,-1.27E-05,5.15E-05
6.18E-06,-3.69E-05,-3.62E-05,2.35E-05,-1.77E-05,5.11E-05
5.49E-06,-3.57E-05,-4.75E-05,2.24E-05,-1.73E-05,4.66E-05
7.97E-06,-3.32E-05,-5.64E-05,2.17E-05,-1.65E-05,4.15E-05
1.14E-05,-2.87E-05,-6.03E-05,2.20E-05,-1.71E-05,3.76E-05
1.25E-05,-2.17E-05,-5.69E-05,2.27E-05,-1.91E-05,3.52E-05
1.22E-05,-1.39E-05,-4.61E-05,2.18E-05,-2.20E-05,3.13E-05
1.24E-05,-7.88E-06,-3.38E-05,1.84E-05,-2.47E-05,2.47E-05
1.36E-05,-3.90E-06,-2.24E-05,1.36E-05,-2.74E-05,1.82E-05
1.40E-05,-2.84E-06,-1.03E-05,9.58E-06,-3.08E-05,1.35E-05
1.25E-05,-7.35E-06,-2.76E-07,8.30E-06,-3.39E-05,1.28E-05
8.09E-06,-2.00E-05,-1.91E-06,7.49E-06,-3.71E-05,1.75E-05
3.71E-06,-3.99E-05,-1.41E-05,5.59E-06,-3.93E-05,2.53E-05
2.38E-06,-5.81E-05,-2.69E-05,4.42E-06,-3.59E-05,2.87E-05
3.40E-06,-6.16E-05,-3.51E-05,5.83E-06,-3.06E-05,2.54E-05
4.56E-06,-5.43E-05,-3.95E-05,7.10E-06,-3.12E-05,2.02E-05
5.70E-06,-4.76E-05,-4.08E-05,8.39E-06,-3.57E-05,2.20E-05
7.53E-06,-4.28E-05,-4.17E-05,8.00E-06,-3.63E-05,3.00E-05
7.43E-06,-3.76E-05,-4.00E-05,6.37E-06,-3.28E-05,3.52E-05
5.26E-06,-3.36E-05,-3.49E-05,9.55E-06,-2.40E-05,3.74E-05
5.57E-06,-2.92E-05,-2.41E-05,1.23E-05,-8.62E-06,4.41E-05
5.98E-06,-2.34E-05,-8.61E-06,1.04E-05,4.86E-06,5.56E-05
5.26E-06,-1.45E-05,7.82E-07,8.54E-06,1.13E-05,6.42E-05
6.23E-06,-5.47E-06,-1.37E-06,8.01E-06,1.56E-05,6.96E-05
8.54E-06,-9.29E-07,-8.34E-06,7.87E-06,2.15E-05,7.54E-05
1.11E-05,2.23E-06,-1.62E-05,2.81E-06,2.55E-05,8.33E-05
1.14E-05,5.53E-06,-2.13E-05,-6.10E-06,2.86E-05,9.17E-05
9.04E-06,1.16E-05,-2.28E-05,-1.14E-05,2.61E-05,9.37E-05
5.96E-06,2.04E-05,-2.07E-05,-1.44E-05,1.59E-05,8.73E-05
4.04E-06,3.11E-05,-8.30E-06,-1.56E-05,3.47E-06,7.33E-05
3.12E-06,3.95E-05,1.28E-05,-1.27E-05,-7.28E-06,6.12E-05
4.31E-06,4.20E-05,2.61E-05,-8.06E-06,-1.53E-05,5.55E-05
7.90E-06,4.17E-05,1.79E-05,-4.20E-06,-2.06E-05,5.98E-05
1.17E-05,4.46E-05,-5.95E-06,-9.57E-07,-1.98E-05,7.40E-05
1.45E-05,5.27E-05,-3.15E-05,6.60E-07,-1.23E-05,9.15E-05
1.63E-05,6.30E-05,-4.61E-05,-2.84E-07,-3.79E-06,0.000102676
1.68E-05,7.01E-05,-4.41E-05,-5.47E-07,7.00E-07,0.000103288
1.62E-05,7.02E-05,-2.85E-05,1.78E-06,3.11E-06,0.000100475
1.58E-05,6.39E-05,-1.10E-05,3.96E-06,4.89E-06,9.87E-05
1.62E-05,5.14E-05,1.60E-07,4.00E-06,6.99E-06,9.51E-05
1.69E-05,3.24E-05,-1.07E-07,4.14E-06,9.03E-06,8.67E-05
1.62E-05,1.02E-05,-9.71E-06,5.12E-06,1.03E-05,7.48E-05
1.50E-05,-1.12E-05,-1.82E-05,4.89E-06,1.20E-05,5.98E-05
1.75E-05,-3.01E-05,-2.18E-05,2.08E-06,1.47E-05,4.45E-05
2.35E-05,-4.59E-05,-2.36E-05,-1.70E-06,1.74E-05,2.95E-05
2.60E-05,-6.41E-05,-2.48E-05,-3.93E-06,1.66E-05,1.79E-05
2.27E-05,-9.47E-05,-3.22E-05,-5.52E-06,1.19E-05,9.78E-06
1.81E-05,-0.000141064,-5.00E-05,-6.95E-06,8.87E-06,3.34E-07
1.39E-05,-0.000191403,-7.16E-05,-6.79E-06,1.15E-05,-6.68E-06
1.13E-05,-0.000219792,-8.85E-05,-5.26E-06,9.42E-06,-6.46E-06
1.08E-05,-0.000215566,-9.74E-05,-4.78E-06,-2.08E-06,-1.08E-05
1.25E-05,-0.000201252,-0.000100936,-7.00E-06,-1.17E-05,-2.41E-05
1.63E-05,-0.000179961,-0.000102669,-1.10E-05,-1.53E-05,-3.71E-05
2.09E-05,-0.000132533,-0.000106072,-1.63E-05,-1.50E-05,-4.22E-05
2.29E-05,-6.37E-05,-0.000111913,-1.98E-05,-1.81E-05,-4.06E-05
2.18E-05,-7.85E-06,-0.000117157,-1.91E-05,-2.21E-05,-3.72E-05
2.17E-05,4.91E-06,-0.000115538,-1.75E-05,-2.40E-05,-3.83E-05
2.13E-05,-1.88E-05,-0.000105851,-1.63E-05,-2.52E-05,-4.52E-05
1.96E-05,-4.89E-05,-9.76E-05,-1.35E-05,-2.60E-05,-5.13E-05
1.62E-05,-6.22E-05,-9.74E-05,-1.06E-05,-2.57E-05,-5.16E-05
1.23E-05,-5.78E-05,-0.000100022,-1.19E-05,-2.45E-05,-5.00E-05
1.05E-05,-4.53E-05,-9.96E-05,-1.62E-05,-2.69E-05,-5.17E-05
1.13E-05,-3.30E-05,-9.78E-05,-1.92E-05,-3.15E-05,-5.46E-05
1.31E-05,-2.39E-05,-9.30E-05,-1.94E-05,-3.36E-05,-5.36E-05
1.43E-05,-1.70E-05,-7.86E-05,-1.89E-05,-3.00E-05,-4.62E-05
1.24E-05,-8.57E-06,-5.51E-05,-2.10E-05,-2.36E-05,-3.51E-05
6.54E-06,2.42E-07,-3.12E-05,-2.31E-05,-1.77E-05,-2.49E-05
2.05E-06,4.29E-06,-1.91E-05,-2.21E-05,-1.28E-05,-1.65E-05
1.93E-06,3.25E-06,-2.26E-05,-1.87E-05,-4.05E-06,-7.06E-06
3.05E-06,2.00E-06,-3.21E-05,-1.52E-05,6.29E-06,2.11E-06
3.66E-06,2.19E-06,-3.52E-05,-1.23E-05,1.18E-05,1.49E-05
3.04E-06,3.85E-06,-3.01E-05,-7.44E-06,1.43E-05,3.55E-05
3.39E-06,5.61E-06,-2.43E-05,-4.77E-06,1.87E-05,6.39E-05
8.95E-06,8.39E-06,-2.29E-05,-6.45E-06,2.75E-05,9.61E-05
1.11E-05,1.16E-05,-2.95E-05,-1.05E-05,3.39E-05,0.000121819
6.67E-06,1.89E-05,-4.47E-05,-1.41E-05,3.04E-05,0.000139996
4.91E-06,3.21E-05,-6.46E-05,-1.18E-05,2.30E-05,0.000150378
7.01E-06,4.63E-05,-8.32E-05,-6.19E-06,1.86E-05,0.000152414
9.96E-06,5.79E-05,-9.15E-05,-3.78E-06,2.31E-05,0.00015665
1.13E-05,6.49E-05,-9.10E-05,-3.64E-06,2.85E-05,0.000168083
9.38E-06,7.79E-05,-8.77E-05,-8.80E-07,3.10E-05,0.000187864
5.69E-06,9.70E-05,-8.26E-05,2.16E-06,3.42E-05,0.000211387
4.56E-06,0.000112987,-7.50E-05,4.03E-06,3.51E-05,0.000233395
7.32E-06,0.000121253,-6.05E-05,4.91E-06,3.46E-05,0.000249459
1.17E-05,0.000123005,-3.65E-05,6.05E-06,3.30E-05,0.000264276
1.46E-05,0.000122184,-1.03E-05,7.96E-06,2.87E-05,0.000280715
1.45E-05,0.000120437,5.95E-06,1.16E-05,2.03E-05,0.000296772
1.26E-05,0.000116425,6.15E-06,1.72E-05,1.63E-05,0.000311402
1.05E-05,0.000107606,-5.90E-06,2.19E-05,2.41E-05,0.00032614
7.95E-06,9.95E-05,-1.75E-05,2.27E-05,3.66E-05,0.000345548
5.75E-06,0.000100486,-1.69E-05,2.07E-05,4.11E-05,0.000370473
6.57E-06,0.000109551,-3.97E-06,1.95E-05,3.83E-05,0.000401318
9.23E-06,0.000116699,1.33E-05,1.98E-05,3.35E-05,0.000435888
8.53E-06,0.000116477,2.92E-05,2.01E-05,2.12E-05,0.000470518
3.50E-06,0.000106534,4.02E-05,2.02E-05,-9.59E-06,0.000502451
-1.36E-06,9.09E-05,4.24E-05,1.83E-05,-4.70E-05,0.00053555
-2.05E-06,7.88E-05,3.34E-05,1.10E-05,-6.93E-05,0.000569794
-9.11E-07,7.04E-05,1.50E-05,1.26E-06,-7.66E-05,0.000604104
-1.61E-06,6.08E-05,-9.43E-06,-5.89E-06,-7.85E-05,0.000643381
-1.29E-06,5.11E-05,-3.67E-05,-7.45E-06,-7.41E-05,0.000696468
1.14E-06,4.06E-05,-6.26E-05,-5.03E-06,-5.48E-05,0.00075973
2.84E-06,3.19E-05,-8.22E-05,-1.01E-06,-2.82E-05,0.000816713
2.41E-06,3.01E-05,-9.06E-05,-3.40E-07,-1.27E-05,0.000860183
1.97E-06,3.29E-05,-8.91E-05,-4.93E-06,-1.85E-05,0.000884848
2.10E-06,3.49E-05,-8.29E-05,-8.52E-06,-3.19E-05,0.000887958
3.57E-06,2.68E-05,-7.80E-05,-6.54E-06,-3.69E-05,0.000878598
4.72E-06,1.11E-05,-8.23E-05,-2.57E-06,-4.10E-05,0.000860652
3.47E-06,-2.63E-06,-9.62E-05,-3.54E-06,-4.95E-05,0.000840493
1.46E-06,-8.66E-06,-0.000109363,-4.72E-06,-5.82E-05,0.000817613
-7.40E-07,-8.29E-06,-0.000114105,-7.74E-07,-6.21E-05,0.000789376
-8.68E-07,-4.62E-06,-0.000108322,4.76E-06,-5.89E-05,0.000760056
3.57E-07,-4.24E-06,-0.000100765,7.66E-06,-4.98E-05,0.000735902
1.13E-06,-7.72E-06,-0.000100384,6.57E-06,-3.94E-05,0.000716685
1.85E-06,-7.56E-06,-0.000100233,4.54E-06,-3.45E-05,0.000701013
2.75E-06,-3.59E-06,-8.84E-05,6.58E-06,-3.65E-05,0.000685131
1.55E-06,3.54E-07,-6.79E-05,1.25E-05,-3.73E-05,0.000661322
-1.11E-06,3.08E-06,-5.17E-05,1.62E-05,-3.38E-05,0.000626965
-1.57E-06,6.03E-06,-4.34E-05,1.44E-05,-3.10E-05,0.000586852
-2.94E-07,9.38E-06,-3.67E-05,9.91E-06,-3.12E-05,0.000549426
4.52E-07,1.39E-05,-2.96E-05,5.71E-06,-3.40E-05,0.000514146
1.41E-06,1.79E-05,-2.69E-05,2.67E-06,-3.75E-05,0.000475329
3.86E-06,1.80E-05,-3.06E-05,3.55E-06,-3.98E-05,0.000429871
5.59E-06,1.86E-05,-3.56E-05,6.25E-06,-3.82E-05,0.000380125
4.18E-06,2.29E-05,-3.64E-05,5.15E-06,-3.60E-05,0.000323962
2.31E-06,2.44E-05,-3.37E-05,7.14E-07,-3.67E-05,0.000262155
5.21E-06,2.51E-05,-3.21E-05,-9.43E-07,-3.55E-05,0.000200319
1.02E-05,3.03E-05,-2.97E-05,2.52E-06,-2.97E-05,0.000139842
1.23E-05,3.96E-05,-2.21E-05,6.33E-06,-1.99E-05,7.59E-05
9.12E-06,4.82E-05,-1.61E-05,7.28E-06,-1.30E-05,1.63E-05
3.89E-06,5.30E-05,-1.26E-05,6.21E-06,-1.45E-05,-4.13E-05
2.59E-06,4.95E-05,-7.72E-06,4.46E-06,-1.86E-05,-0.000101467
4.16E-06,3.79E-05,-1.25E-06,2.03E-06,-1.97E-05,-0.00015834
6.64E-06,2.56E-05,8.56E-06,4.04E-06,-1.49E-05,-0.000212934
8.28E-06,1.51E-05,1.37E-05,1.05E-05,-4.21E-06,-0.000263903
7.69E-06,6.02E-06,9.49E-06,1.33E-05,8.92E-06,-0.000312317
4.42E-06,-6.13E-07,-4.56E-07,1.05E-05,1.82E-05,-0.000359313
2.28E-06,-4.14E-06,-1.52E-05,6.66E-06,2.18E-05,-0.000407394
2.31E-06,-7.69E-06,-3.55E-05,5.99E-06,2.37E-05,-0.00045357
3.81E-06,-1.49E-05,-5.69E-05,8.24E-06,2.73E-05,-0.000490415
5.78E-06,-2.32E-05,-7.08E-05,1.03E-05,3.09E-05,-0.000521311
5.69E-06,-2.97E-05,-7.85E-05,1.04E-05,3.07E-05,-0.000555958
3.60E-06,-3.65E-05,-8.78E-05,9.40E-06,2.53E-05,-0.000599107
1.94E-06,-4.49E-05,-0.000101119,8.90E-06,1.93E-05,-0.000648148
2.17E-06,-5.43E-05,-0.000112486,1.14E-05,1.88E-05,-0.000699321
2.90E-06,-6.10E-05,-0.00011447,1.61E-05,2.21E-05,-0.000748159
2.95E-06,-6.13E-05,-0.000108231,2.01E-05,2.22E-05,-0.00078791
3.57E-06,-5.56E-05,-0.000102419,2.31E-05,1.33E-05,-0.000814743
6.92E-06,-5.19E-05,-0.000102654,2.80E-05,-5.58E-06,-0.000834936
1.04E-05,-5.37E-05,-0.000108075,3.34E-05,-2.94E-05,-0.000860366
1.09E-05,-5.48E-05,-0.000112776,3.48E-05,-4.75E-05,-0.000894196
1.02E-05,-4.78E-05,-0.000111703,3.19E-05,-5.45E-05,-0.000929952
1.18E-05,-3.34E-05,-0.000105269,2.97E-05,-5.31E-05,-0.000961198
1.30E-05,-1.70E-05,-0.000100054,3.11E-05,-5.08E-05,-0.000983185
1.29E-05,-3.75E-06,-9.82E-05,3.13E-05,-5.74E-05,-0.000995186
1.15E-05,1.68E-06,-8.78E-05,2.96E-05,-6.94E-05,-0.0010019
9.29E-06,1.06E-05,-6.17E-05,2.87E-05,-7.84E-05,-0.00101127
7.23E-06,2.84E-05,-2.23E-05,2.54E-05,-8.70E-05,-0.0010212
5.64E-06,4.45E-05,1.35E-05,2.01E-05,-9.35E-05,-0.00102632
6.64E-06,4.93E-05,3.18E-05,1.84E-05,-8.98E-05,-0.00102634
8.69E-06,3.84E-05,3.71E-05,2.04E-05,-7.37E-05,-0.00101819
7.27E-06,2.28E-05,3.21E-05,2.09E-05,-5.48E-05,-0.0010032
3.78E-06,1.65E-05,2.35E-05,1.90E-05,-4.12E-05,-0.000989321
3.23E-06,2.07E-05,2.33E-05,1.75E-05,-3.52E-05,-0.000981407
6.43E-06,2.01E-05,3.88E-05,1.65E-05,-3.49E-05,-0.000971658
8.96E-06,8.16E-06,6.59E-05,1.54E-05,-3.69E-05,-0.00095797
9.42E-06,-1.16E-05,9.07E-05,1.38E-05,-4.02E-05,-0.000940661
9.91E-06,-3.01E-05,9.30E-05,1.28E-05,-4.29E-05,-0.000918245
1.22E-05,-3.74E-05,6.63E-05,1.34E-05,-4.58E-05,-0.000893503
1.64E-05,-3.18E-05,2.89E-05,1.46E-05,-4.62E-05,-0.000871868
2.00E-05,-1.93E-05,6.50E-06,1.59E-05,-4.28E-05,-0.000852137
2.08E-05,-5.15E-06,6.05E-06,1.83E-05,-3.64E-05,-0.000829435
2.01E-05,6.73E-06,1.42E-05,2.06E-05,-2.93E-05,-0.00080543
1.99E-05,1.58E-05,1.53E-05,2.03E-05,-2.40E-05,-0.000783071
2.04E-05,3.04E-05,1.02E-06,1.72E-05,-2.10E-05,-0.000762166
2.09E-05,5.08E-05,-2.79E-05,1.16E-05,-1.54E-05,-0.0007402
2.16E-05,6.85E-05,-6.09E-05,6.54E-06,-1.20E-06,-0.000713379
2.30E-05,7.68E-05,-8.33E-05,4.88E-06,2.31E-05,-0.000679897
2.45E-05,7.10E-05,-8.87E-05,5.98E-06,5.11E-05,-0.000645962
2.85E-05,5.80E-05,-7.88E-05,6.54E-06,7.74E-05,-0.000615462
3.12E-05,5.42E-05,-6.44E-05,2.96E-06,0.000101964,-0.000589902
2.96E-05,5.70E-05,-5.47E-05,-2.68E-06,0.000120965,-0.000571976
2.78E-05,5.63E-05,-4.88E-05,-3.17E-06,0.000132949,-0.00055505
3.01E-05,5.19E-05,-4.55E-05,-3.46E-08,0.000137092,-0.000534838
3.24E-05,4.93E-05,-4.59E-05,2.12E-06,0.000138771,-0.000510067
3.15E-05,4.74E-05,-5.65E-05,2.58E-06,0.000139612,-0.000485566
2.87E-05,4.65E-05,-7.63E-05,-1.90E-06,0.000139298,-0.000468437
2.17E-05,4.32E-05,-9.12E-05,-7.94E-06,0.00014163,-0.0004532
1.39E-05,3.93E-05,-0.000103402,-1.20E-05,0.000146646,-0.000432044
9.32E-06,4.22E-05,-0.000116944,-1.38E-05,0.000150539,-0.000393514
8.06E-06,5.09E-05,-0.000125506,-1.30E-05,0.000130558,-0.000346094
8.75E-06,6.28E-05,-0.000125641,-1.23E-05,7.29E-05,-0.00030938
1.01E-05,7.21E-05,-0.000118137,-1.15E-05,-1.32E-05,-0.000294776
1.12E-05,7.34E-05,-0.000102396,-9.24E-06,-0.000101544,-0.000291502
1.16E-05,6.56E-05,-8.08E-05,-6.18E-06,-0.000151777,-0.00028218
1.09E-05,5.56E-05,-6.30E-05,-3.21E-06,-0.000151943,-0.000262078
9.73E-06,4.65E-05,-5.74E-05,-8.39E-07,-0.000133153,-0.000238771
8.35E-06,3.76E-05,-6.17E-05,7.86E-07,-0.000117925,-0.000221143
6.89E-06,2.65E-05,-6.41E-05,1.21E-06,-9.94E-05,-0.000208637
6.18E-06,1.03E-05,-5.80E-05,-1.07E-06,-7.39E-05,-0.000198049
6.66E-06,-7.73E-06,-4.72E-05,-5.06E-06,-5.10E-05,-0.000184648
9.46E-06,-2.09E-05,-3.62E-05,-7.19E-06,-3.32E-05,-0.000167421
1.38E-05,-3.07E-05,-2.39E-05,-6.55E-06,-1.97E-05,-0.000147778
1.61E-05,-3.84E-05,-1.32E-05,-5.40E-06,-2.31E-05,-0.000129711
1.40E-05,-4.37E-05,-1.17E-05,-4.46E-06,-4.98E-05,-0.000113001
1.17E-05,-4.82E-05,-1.73E-05,-4.48E-06,-7.65E-05,-0.000101442
9.55E-06,-5.13E-05,-1.77E-05,-7.00E-06,-7.34E-05,-9.62E-05
5.62E-06,-4.88E-05,-1.06E-05,-1.17E-05,-4.40E-05,-9.33E-05
2.50E-06,-4.14E-05,-3.78E-06,-1.74E-05,-1.78E-05,-8.99E-05
1.93E-06,-3.45E-05,-2.80E-06,-2.10E-05,-1.38E-05,-8.37E-05
2.84E-06,-2.38E-05,-4.84E-06,-2.05E-05,-2.04E-05,-7.49E-05
